record_id,split,stance_code,stance_category,annotator_1_labels,annotator_2_labels,adjudicated_gold_labels
ATTR-TEST-0457,test,3,Delayed vaccination,"[""A1c""]","[""C4b""]","[""A1c""]"
ATTR-TEST-0458,test,3,Delayed vaccination,"[""B4a""]","[""B4a""]","[""B4a""]"
ATTR-TEST-0459,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0460,test,3,Delayed vaccination,"[""B2b"",""C4d""]","[""A2c"",""B2b""]","[""A2c"",""B2b""]"
ATTR-TEST-0461,test,3,Delayed vaccination,"[""A3a""]","[""A1a""]","[""A1a""]"
ATTR-TEST-0462,test,3,Delayed vaccination,"[""C3a""]","[""C1b""]","[""C1b""]"
ATTR-TEST-0463,test,3,Delayed vaccination,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0464,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0465,test,3,Delayed vaccination,"[""C4c""]","[""B1a""]","[""B1a""]"
ATTR-TEST-0466,test,3,Delayed vaccination,"[""C1b""]","[""C1b""]","[""C1b""]"
ATTR-TEST-0467,test,3,Delayed vaccination,"[""B1a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0468,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0469,test,3,Delayed vaccination,"[""A2a""]","[""B1c""]","[""A2a""]"
ATTR-TEST-0470,test,3,Delayed vaccination,"[""C4c""]","[""C4c""]","[""C4c""]"
ATTR-TEST-0471,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0472,test,3,Delayed vaccination,"[""B1a""]","[""B1a""]","[""B1a""]"
ATTR-TEST-0473,test,3,Delayed vaccination,"[""C2a""]","[""C2a""]","[""C2a""]"
ATTR-TEST-0474,test,3,Delayed vaccination,"[""C1b"",""C1c""]","[""B3a"",""C3c""]","[""C1b"",""C1c""]"
ATTR-TEST-0475,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0476,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0477,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0478,test,3,Delayed vaccination,"[""D0""]","[""C3f""]","[""D0""]"
ATTR-TEST-0479,test,3,Delayed vaccination,"[""A2c""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0480,test,3,Delayed vaccination,"[""C1c""]","[""C1c""]","[""C1c""]"
ATTR-TEST-0481,test,3,Delayed vaccination,"[""B6a""]","[""A1b""]","[""B6a""]"
ATTR-TEST-0482,test,3,Delayed vaccination,"[""A2d""]","[""A2d""]","[""A2d""]"
ATTR-TEST-0483,test,3,Delayed vaccination,"[""A2e""]","[""A2d""]","[""A2e""]"
ATTR-TEST-0484,test,3,Delayed vaccination,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-TEST-0485,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0486,test,3,Delayed vaccination,"[""A2a""]","[""B1b""]","[""A2a""]"
ATTR-TEST-0487,test,3,Delayed vaccination,"[""A2e""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0488,test,3,Delayed vaccination,"[""A2a"",""B1b""]","[""A2a"",""B1b""]","[""A2a"",""B1b""]"
ATTR-TEST-0489,test,3,Delayed vaccination,"[""C1b""]","[""C1c""]","[""C1c""]"
ATTR-TEST-0490,test,4,Vaccine refusal,"[""A1c"",""C3e""]","[""C1d"",""C3e""]","[""A1c"",""C3e""]"
ATTR-TEST-0491,test,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0492,test,4,Vaccine refusal,"[""B4a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0493,test,4,Vaccine refusal,"[""A1c"",""B1c""]","[""A1b"",""A1c"",""B1c""]","[""A1c"",""B1c""]"
ATTR-TEST-0494,test,4,Vaccine refusal,"[""D0""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0495,test,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0496,test,3,Delayed vaccination,"[""A2a"",""C2a""]","[""A2a""]","[""A2a"",""C2a""]"
ATTR-TEST-0497,test,3,Delayed vaccination,"[""A2a""]","[""A1b""]","[""A2a""]"
ATTR-TEST-0498,test,3,Delayed vaccination,"[""C1d""]","[""A3d""]","[""C1d""]"
ATTR-TEST-0499,test,3,Delayed vaccination,"[""A3e"",""C1c""]","[""A3d"",""A3e""]","[""A3e"",""C1c""]"
ATTR-TEST-0500,test,3,Delayed vaccination,"[""A2a""]","[""D0""]","[""D0""]"
